evidence_id,legacy_section,legacy_2v_entry_or_range,source_repository,source_commit,record_path,record_type,materiality,what_it_establishes,what_it_does_not_establish,current_validity,superseded_by,durable_control,one_time_procedure,classification,consolidation_target,future_phase,curated_2v_reference,retention_rationale,owner_disposition
RF-03-G,Legacy PPO plus Random Forest,CONTEXTUAL_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.60_legacy_ppo_baseline_reclassification_no_submit_observation_closeout.md,HISTORICAL_HYBRID_BLOCK_DECISION_RECORD,CRITICAL,Establishes that hybrid progression remained blocked pending a qualified base PPO.,Does not establish hybrid rejection on independent model-quality evidence.,VALID_HISTORICAL_BLOCKING_DECISION,v1.65 terminal decision.,Do not proceed to a supervised gate from an unqualified base policy.,Historical reclassification checkpoint.,CARRY_FORWARD,C1_REPORT/LEGACY_PPO_RF_TERMINAL_STATUS,C10_RANDOM_FOREST_GATE_DEVELOPMENT_AND_VALIDATION,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80;2v.90,Preserves the dependency boundary between base policy and gate.,PENDING
RF-03-H,Legacy PPO plus Random Forest,DIRECT_2v.80;CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/decisions/v1.65_legacy_ppo_final_audit_decision.md,FINAL_HISTORICAL_FOUNDATION_AND_HYBRID_DISPOSITION,CRITICAL,Establishes the base PPO failed trading-edge promotion and hybrid work remained blocked.,Does not establish a completed independent hybrid audit or current RF gate status.,VALID_TERMINAL_HISTORICAL_DISPOSITION,Canonical current state for present authorization.,Require independent qualification of each candidate component and explicit no-candidate outcomes.,Historical terminal model disposition.,CARRY_FORWARD,C1_REPORT/LEGACY_PPO_RF_TERMINAL_STATUS,C10_RANDOM_FOREST_GATE_DEVELOPMENT_AND_VALIDATION,DIRECT_FUNCTIONAL_MAPPING:2v.80;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Prevents a historical hybrid from inheriting eligibility from incomplete work.,PENDING
QC-04-A,QuantConnect integration,DIRECT_2v.10;CONTEXTUAL_2v.60_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/exploratory-daytrading,2d6f354451515ff07ff6d022ea989ade2bc7574a,PPO_Quantconnect_Converted_.ipynb,EXTERNAL_SIGNAL_QUANTCONNECT_CONSUMER_NOTEBOOK,HIGH,"Implements external-signal polling, payload parsing, expiry checks, target conversion, slippage, and simulated order intent.","Does not establish native PPO inference, strict source-time fidelity, immutable provenance, or paper/live readiness.",HISTORICAL_EXTERNAL_SIGNAL_DESIGN_INPUT,Modular QuantConnect adapter and later replay controls.,Keep signal production separate from consumption and reject stale or future signals.,"Notebook polling, Object Store/Gist assumptions, and simulated execution.",SUMMARIZE_AND_REFERENCE,C1_REPORT/QUANTCONNECT_EXTERNAL_SIGNAL_EVOLUTION,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.60;2v.90,Preserves early integration design without treating it as deployment evidence.,PENDING
QC-04-B,QuantConnect integration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/exploratory-daytrading,2d6f354451515ff07ff6d022ea989ade2bc7574a,clean_scaler_quantconnect.ipynb,HISTORICAL_SCALER_CONVERSION_ATTEMPT,HIGH,Documents an attempt to prepare preprocessing state for QuantConnect use.,"Does not establish a valid trained scaler, exact feature identity, or reproducible preprocessing contract.",OBSOLETE_ARTIFACT_PREPARATION_EXPERIMENT,Canonical feature and preprocessing manifests.,"Preprocessing artifacts require train-only fit, exact feature order, checksums, and source linkage.",Random dummy-scaler conversion and notebook export.,OBSOLETE_OR_SUPERSEDED,C1_REPORT/QUANTCONNECT_ARTIFACT_PREPARATION_FAILURES,C6_DATASET_CONTRACT_FREEZE,DIRECT_FUNCTIONAL_MAPPING:2v.10,Negative artifact-preparation evidence that must not be reused.,PENDING
QC-04-C,QuantConnect integration,DIRECT_2v.10_2v.30;CONTEXTUAL_2v.50_2v.60_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/exploratory-daytrading,2d6f354451515ff07ff6d022ea989ade2bc7574a,quantconnect_lightgbm_backtest.ipynb,NATIVE_LEAN_MODEL_BACKTEST_NOTEBOOK,MEDIUM,Implements historical-data access and a native LEAN LightGBM backtest pattern.,"Does not establish dataset validation, temporal hardening, current model eligibility, or deployment readiness.",HISTORICAL_NON_TARGET_INTEGRATION_EXPERIMENT,Current candidate roadmap and canonical validation design.,Retain native-platform integration lessons while separating them from qualification.,Historical QuantConnect backtest notebook.,HISTORICAL_ARCHIVE_ONLY,C1_REPORT/QUANTCONNECT_NATIVE_MODEL_EXPERIMENTS,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.30;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.50;2v.60;2v.90,Alternative integration evidence outside the current model target.,PENDING
QC-04-D,QuantConnect integration,DIRECT_2v.10;CONTEXTUAL_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/quant-trading-model-validation,0a9c203bc322f6821c04074cb4c28498ab2ab38f,ppo_research_pipeline/GE/GE_PPO_QuantConnect_Prep.ipynb;ppo_research_pipeline/UNH/UNH_PPO_QuantConnect_Prep.ipynb,PPO_QUANTCONNECT_ARTIFACT_AND_SIGNAL_PREPARATION_NOTEBOOKS,HIGH,"Implements historical artifact preparation, inference preparation, JSON signal creation, and Gist-oriented handoff for selected prefixes.","Does not establish candidate selection, immutable cloud identity, native LEAN inference, or paper/live readiness.",HISTORICAL_INTEGRATION_PREPARATION_EVIDENCE,Modular adapter and canonical artifact contracts.,Selected artifacts must be immutable and consumed only after independent qualification.,Notebook artifact copying and Gist publishing.,SUMMARIZE_AND_REFERENCE,C1_REPORT/QUANTCONNECT_PPO_PREPARATION_EVOLUTION,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.80;2v.90,Preserves the handoff design while assigning selection to items 7 and 8.,PENDING
QC-04-E,QuantConnect integration,DIRECT_2v.10;CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/adapters/quantconnect.py,MODULAR_QUANTCONNECT_SIGNAL_ADAPTER,CRITICAL,Implements modular signal payload serialization and QuantConnect integration boundaries.,"Does not establish cloud deployment, brokerage safety, provider acceptance, or live readiness.",RETAINABLE_ARCHITECTURE_INPUT_REQUIRING_HARDENING,Future canonical C4 signal interface.,"Use versioned deterministic payloads with source timestamps, checksums, and strict expiry.",Historical Gist and Object Store integration assumptions.,CARRY_FORWARD,C1_REPORT/QUANTCONNECT_EXTERNAL_SIGNAL_ARCHITECTURE,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Principal reusable integration boundary without operational acceptance.,PENDING
QC-04-F,QuantConnect integration,DIRECT_2v.10;CONTEXTUAL_2v.60_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,quantconnect/ExternalSignalConsumer.py,LEAN_EXTERNAL_SIGNAL_CONSUMER,CRITICAL,"Implements external payload consumption, age checks, and execution-intent translation in LEAN.","Does not establish exact source-time fidelity, same-bar safety, immutable payload identity, or deployment readiness.",RETAINABLE_CONSUMER_DESIGN_REQUIRING_REIMPLEMENTATION,Canonical C4 integration and C14 execution controls.,"Reject stale, future, duplicate, and identity-mismatched signals before any order path.",Historical Object Store and execution assumptions.,CARRY_FORWARD,C1_REPORT/QUANTCONNECT_CONSUMER_CONTROLS,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.60;2v.90,Useful consumer controls with unresolved execution-safety limitations.,PENDING
QC-04-G,QuantConnect integration,DIRECT_2v.10_2v.20;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/model_selection/quantconnect_execution_retest.py;tests/test_quantconnect_execution_retest.py;docs/runs/v1.0_quantconnect_execution_path_retest.md,LOCAL_QUANTCONNECT_PAYLOAD_AND_EXECUTION_PARITY_TEST,HIGH,Compares deterministic QuantConnect-style payload and execution intent locally under an offline contract test.,"Does not establish LEAN cloud execution, broker behavior, or economic validity.",VALID_DIRECT_LOCAL_PARITY_EVIDENCE,Future canonical integration contract tests.,Maintain deterministic payload-to-intent parity tests independent of live platforms.,Historical local replay test.,CARRY_FORWARD,C1_REPORT/QUANTCONNECT_EXECUTION_PARITY,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.20,Accepted direct item-4 unit/contract evidence.,PENDING
QC-04-H,QuantConnect integration,DIRECT_2v.30;CONTEXTUAL_2v.50_2v.60_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,quantconnect/lean_unh_xom_data_availability_check.py;quantconnect/lean_unh_xom_artifact_loading_test.py;docs/runs/2026-05-10_unh_xom_quantconnect_readiness.md,LEAN_DATA_AVAILABILITY_ARTIFACT_LOADING_AND_READINESS_EVIDENCE,CRITICAL,Directly checks LEAN historical-data availability and records artifact-loading and readiness observations for previously selected prefixes.,"Does not establish dataset validation, candidate selection, native inference, immutable cloud results, or paper/live readiness.",VALID_BOUNDED_INTEGRATION_EVIDENCE_WITH_UNRESOLVED_TECHNICAL_LIMITS,Future canonical C4 verification and C12 selection ownership.,"Separate data availability, artifact loading, candidate selection, and execution readiness.",Historical UNH/XOM readiness and LEAN diagnostics.,SUMMARIZE_AND_REFERENCE,C1_REPORT/QUANTCONNECT_CONTROLLED_TEST_CHAIN,C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.30;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.50;2v.60;2v.80;2v.90,Includes the owner-preferred direct item-4 readiness reference without altering mappings.,PENDING
QC-04-I,QuantConnect integration,DIRECT_2v.10;CONTEXTUAL_2v.50_2v.60_2v.80_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/export_dynamic_lean_signals.py;quantconnect/lean_unh_xom_dynamic_signal_backtest.py,DYNAMIC_SIGNAL_EXPORT_AND_LEAN_REPLAY_IMPLEMENTATION,CRITICAL,Implements dynamic external-signal export and LEAN replay for previously selected model prefixes.,"Does not establish dataset validation, selection, source-time fidelity, same-bar safety, immutable cloud results, or deployment readiness.",RETAINABLE_REPLAY_ARCHITECTURE_REQUIRING_HARDENING,Future canonical C4 signal and replay implementation.,"Use immutable decision packages, strict temporal semantics, and independently owned candidate selection.",Historical local export and LEAN replay workflow.,CARRY_FORWARD,C1_REPORT/QUANTCONNECT_DYNAMIC_REPLAY,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.50;2v.60;2v.80;2v.90,Strong integration source evidence with explicit unresolved limitations.,PENDING
ALP-05-A,Alpaca operational reliability,DIRECT_2v.10_2v.30_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/exploratory-daytrading,2d6f354451515ff07ff6d022ea989ade2bc7574a,alpaca_execution_adapter.ipynb;alpaca_execution_adapter_v2.ipynb,EXPLORATORY_ALPACA_CLIENT_AND_ORDER_NOTEBOOKS,HIGH,"Records early paper-client construction, account and bar access, an accepted early order, later fill checking, position inspection, and market-clock polling.","Does not establish durable reliability, immutable broker evidence, economic value, or current authorization.",HISTORICAL_OPERATIONAL_EVOLUTION_ONLY,alpaca-py modular adapter and guarded paper workflow.,"Distinguish accepted, filled, reconciled, and flat states; check market clock before execution.","Colab secret upload, fixed-delay loops, and one-share exploratory orders.",SUMMARIZE_AND_REFERENCE,C1_REPORT/ALPACA_ADAPTER_EVOLUTION,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.30;2v.90,Preserves early operational learning without recommending notebook reuse.,PENDING
ALP-05-B,Alpaca operational reliability,DIRECT_2v.10_2v.30_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/exploratory-daytrading,2d6f354451515ff07ff6d022ea989ade2bc7574a,ppo_alpaca_paper_trading_v7.ipynb,MONOLITHIC_ALPACA_PPO_OPERATIONAL_NOTEBOOK,CRITICAL,"Implements client separation, bar fallback, stale and same-bar controls, prediction, status polling, reconciliation, exposure controls, and strict flattening concepts.","Does not establish reproducibility, complete fail-closed behavior, economic qualification, or current paper readiness.",SUPERSEDED_IMPLEMENTATION_WITH_RETAINABLE_DESIGN_AND_FAILURE_EVIDENCE,Modular Alpaca adapter and staged paper-trading modules.,"Preserve stale-bar, order-status, reconciliation, and strict-flatten controls.","Colab repair, Drive mounts, manual secrets and artifacts, and monolithic operation.",OBSOLETE_OR_SUPERSEDED,C1_REPORT/ALPACA_MONOLITHIC_OPERATIONAL_FINDINGS,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.30;2v.90,"Primary design and failure evidence, unsuitable for direct migration.",PENDING
ALP-05-C,Alpaca operational reliability,DIRECT_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/quant-trading-model-validation,0a9c203bc322f6821c04074cb4c28498ab2ab38f,validation/paper_trading/phase_1_reliability/README.md;validation/paper_trading/phase_1_reliability/true_alpaca_evaluation_report.txt;validation/paper_trading/phase_1_reliability/run_summary_sample.csv;validation/paper_trading/phase_1_reliability/symbol_order_fill_summary.csv;validation/paper_trading/phase_1_reliability/artifact_symbol_summary.csv,HISTORICAL_BROKER_RELIABILITY_EVIDENCE_PACKAGE,HIGH,"Records one paper-connected run with predictions, submissions, filled-like states, exposure summaries, and reported flattening.","Does not establish authoritative fills, durable reliability, economic value, or immutable provenance for all local run evidence.",VALID_BOUNDED_OPERATIONAL_EVIDENCE_WITH_LOCAL_RUN_PROVENANCE_LIMITS,Later modular operational and policy records.,"Keep order, status, exposure, error, and flatten evidence separate from economic claims.",Historical local and Drive run folders.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ALPACA_PHASE_1_RELIABILITY,C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.90,"Strong bounded evidence, not proof of durable reliability.",PENDING
ALP-05-D,Alpaca operational reliability,DIRECT_2v.10_2v.30;CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/paper_trading/paper_trade_dry_run.py;config/paper_trading_six_ticker_manifest.json,NO_ORDER_BROKER_CONNECTED_DRY_RUN_AND_CONFIGURATION,HIGH,"Implements artifact loading, client construction, authenticated account and position inspection, bar retrieval, prediction, target comparison, and no-order output.","Does not establish fail-closed broker-state handling, immutable artifact provenance, paper authorization, or model quality.",RETAINABLE_DESIGN_INPUT_REQUIRING_HARDENING,Later modular implementation and canonical C4 design.,Broker-connected inference must remain separately verifiable without orders.,Historical six-ticker paths and zero-fill feature policy.,CARRY_FORWARD,C1_REPORT/ALPACA_NO_SUBMIT_DRY_RUN_ARCHITECTURE,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10;2v.30;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Establishes the no-submit bridge between artifacts and broker state.,PENDING
ALP-05-E,Alpaca operational reliability,CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/alpaca_paper_trading_integration.md,MODULAR_ALPACA_INTEGRATION_WORKFLOW,CRITICAL,"Documents no-submit-first architecture, paper endpoint checks, risk controls, guarded execution, and audit logging.","Does not establish machine-enforced completeness, current authorization, or paper readiness.",VALID_ARCHITECTURE_INPUT_WITH_HISTORICAL_STATUS_LANGUAGE,Canonical C4 and C14 governance.,"Separate dry run, intent, risk, submission, reconciliation, and evidence.","Historical commands, model identities, and report paths.",CARRY_FORWARD,C1_REPORT/ALPACA_MODULAR_OPERATIONAL_ARCHITECTURE,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Principal workflow input without authorization effect.,PENDING
ALP-05-F,Alpaca operational reliability,DIRECT_2v.30_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v1.9_alpaca_ppo_no_submit_redeployment_dry_run.md;docs/runs/v1.10_controlled_alpaca_paper_order_redeployment_test.md;docs/runs/v1.11_post_order_monitoring_rebalance_verification.md;docs/runs/v1.12_short_monitored_alpaca_paper_trading_session.md,SUPERVISED_ALPACA_OPERATIONAL_RUN_SEQUENCE,CRITICAL,"Records broker-connected no-submit operation, one controlled submit returning an order ID, later AMD position visibility, no open orders, reconciliation, hold behavior, and supervised cycles.","Does not establish explicit broker status, authoritative fills, unattended reliability, profitability, or standing authorization.",VALID_HISTORICAL_OPERATIONAL_SEQUENCE,Later no-submit policy and canonical C14 governance.,"Require fresh evidence, explicit status reconciliation, and repeat-submit safeguards.",Historical one-order submission and short monitored sessions.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ALPACA_CONTROLLED_OPERATIONAL_EVIDENCE,C14_CONTROLLED_PAPER_TRADING,DIRECT_FUNCTIONAL_MAPPING:2v.30;2v.90,Demonstrates a bounded paper path without asserting an unrecorded status.,PENDING
ALP-05-G,Alpaca operational reliability,CONTEXTUAL_2v.90;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/paper_trading_session_policy.md,HISTORICAL_NO_SUBMIT_OPERATIONAL_POLICY,CRITICAL,"Defines terminal no-submit discipline, fresh-data requirements, broker checks, unattended-operation prohibition, and hard-stop conditions.",Does not establish current canonical authorization or completed C14 readiness.,VALID_DURABLE_SAFETY_INPUT_WITH_NO_CANONICAL_AUTHORIZATION_EFFECT,Canonical C14 entry and authorization governance where different.,"Stop on stale data, broker errors, unexpected orders, failed checks, or unclear plans.",Historical commands and account assumptions.,CARRY_FORWARD,C1_REPORT/ALPACA_OPERATIONAL_POLICY_LESSONS,C14_CONTROLLED_PAPER_TRADING,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.90,Preserves safety discipline without authorizing execution.,PENDING
ALP-05-H,Alpaca operational reliability,DIRECT_2v.30;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/alpaca_historical_data_loader.md;docs/runs/v3.08_data_fetch_execution.md,ALPACA_HISTORICAL_DATA_OPERATIONAL_EVIDENCE,HIGH,"Records client and request construction, UTC window, explicit IEX and RAW settings, ascending order, successful six-symbol fetch, counts, and normalized output.","Does not establish provider acceptance, SIP entitlement, dataset acceptance, model quality, or future API reliability.",VALID_PROVIDER_BOUNDARY_AND_CLIENT_OPERATION_EVIDENCE,Future canonical C5 provider and calendar decisions.,"Record feed, adjustment, ordering, request boundaries, credential policy, checksum, and schema.",Historical v3.08 request window and output identity.,SUMMARIZE_AND_REFERENCE,INVENTORY_ITEM_13_PROVIDER_AND_ACCESS_EVIDENCE,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.30,Material client evidence requiring provider-boundary consolidation.,PENDING
ALP-05-I,Alpaca operational reliability,DIRECT_2v.10;CONTEXTUAL_2v.30;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_data_fetch_execution_remediation_alpaca_sort_import.md,ALPACA_SDK_COMPATIBILITY_INCIDENT_AND_REMEDIATION,HIGH,Records a concrete SDK import-path incompatibility and a verified narrow correction without changing the request contract.,Does not establish general package compatibility or future SDK stability.,VALID_COMPATIBILITY_LESSON,Future frozen canonical dependency environment.,Pin and test SDK import surfaces and request construction before authorized access.,Narrow historical Sort enum import repair.,SUMMARIZE_AND_REFERENCE,INVENTORY_ITEM_14_PYTHON_AND_ALPACA_ENVIRONMENT,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.30,Material operational incident primarily relevant to environment reconstruction.,PENDING
MIG-06-A,Modular VS Code migration,NO_DIRECT_FUNCTIONAL_2v_MAPPING;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/quant-trading-model-validation,0a9c203bc322f6821c04074cb4c28498ab2ab38f,README.md,MODULAR_REPOSITORY_ORIENTATION,CRITICAL,"Describes intended Colab-to-local architecture, module responsibilities, repository layout, generated-directory policy, CLI surface, and adapter boundaries.","Does not establish migration start or completion, exact lineage, parity, clean execution, model validity, or authorization.",VALID_ARCHITECTURE_ORIENTATION_WITH_HISTORICAL_STATUS_LANGUAGE,Canonical C1 through C4 governance.,Preserve explicit package responsibilities and distinguish component presence from acceptance.,Historical setup and blocked command examples.,SUMMARIZE_AND_REFERENCE,C1_REPORT/MODULAR_MIGRATION_ARCHITECTURE,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Primary concise description of the intended modular conversion.,PENDING
MIG-06-B,Modular VS Code migration,NO_DIRECT_FUNCTIONAL_2v_MAPPING;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,README.md,HISTORICAL_MODULAR_PIPELINE_ORIENTATION_COMMIT,HIGH,Records a point when the repository documented the modular source tree as present.,"Does not establish beginning, completion, correctness, or file-level migration lineage.",VALID_ORIENTATION_POINT_ONLY,Later README and governance records.,Do not infer implementation chronology from one documentation commit.,Historical production-oriented wording and execution commands.,SUMMARIZE_AND_REFERENCE,C1_REPORT/MODULAR_MIGRATION_CHRONOLOGY,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Useful chronology anchor with limited evidentiary effect.,PENDING
MIG-06-C,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/exploratory-daytrading,2d6f354451515ff07ff6d022ea989ade2bc7574a,exploratory-results/promoted-to-validation/ppo-model-2024-09/ppo_multi_stock_training_pipeline.py,COLAB_GENERATED_MONOLITHIC_ANTECEDENT,CRITICAL,"Contains notebook-era data, feature, configuration, split, training, and persistence responsibilities from which modular responsibilities were drawn.","Does not establish exact one-to-one module lineage, environment reconstruction, or behavioral parity.",HISTORICAL_SOURCE_ANTECEDENT_ONLY,Modular source tree and later governance.,Preserve attribution while excluding notebook environment and storage assumptions.,"Colab installs, CUDA mutation, Drive mounts, globals, and Drive output.",HISTORICAL_ARCHIVE_ONLY,C1_REPORT/MODULAR_MIGRATION_SOURCE_ANTECEDENTS,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10,Immutable source context unsuitable for execution or direct migration.,PENDING
MIG-06-D,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/quant-trading-model-validation,0a9c203bc322f6821c04074cb4c28498ab2ab38f,ppo_research_pipeline/ppo_multi_stock_training_pipeline.py,VALIDATION_REPOSITORY_MONOLITHIC_ANTECEDENT,CRITICAL,"Contains directly comparable downloader, feature, configuration, split, model, and output responsibilities.",Does not establish accepted parity with modular files or correctness of inherited behavior.,HISTORICAL_SOURCE_ANTECEDENT_ONLY,Modular implementation and later hardening.,Use immutable antecedents for attribution but require independent parity tests.,Colab environment reconstruction and Drive storage.,SUMMARIZE_AND_REFERENCE,C1_REPORT/MODULAR_MIGRATION_SOURCE_ANTECEDENTS,C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10,Strong functional lineage evidence without a complete migration ledger.,PENDING
MIG-06-E,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/__init__.py;src/adapters/__init__.py;src/paths.py;.gitignore,MODULAR_PACKAGE_AND_PATH_SKELETON,CRITICAL,"Establishes Python and adapter namespaces, repository-relative paths, local directories, and generated-output exclusions.","Does not establish safe imports, installable packaging, artifact reproducibility, or complete portability.",RETAINABLE_ARCHITECTURE_WITH_IMPORT_SIDE_EFFECT,Future canonical C2 skeleton and path contract.,Centralize paths but require explicit initialization rather than import-time writes.,Compatibility directory for older artifacts.,CARRY_FORWARD,C1_REPORT/CANONICAL_PACKAGE_SKELETON_INPUTS,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Strong skeleton input requiring controlled redesign.,PENDING
MIG-06-F,Modular VS Code migration,DIRECT_2v.10;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,src/data_download.py;src/prepare_data.py;src/features.py;src/env.py,MODULAR_DATA_FEATURE_AND_ENVIRONMENT_IMPLEMENTATION,CRITICAL,"Separates acquisition, preparation, feature computation, labels, splitting, and trading-environment mechanics.","Does not establish provider acceptance, causal feature validity, notebook parity, dataset acceptance, or reward correctness.",RETAINABLE_RESPONSIBILITY_SEPARATION_REQUIRING_VERIFICATION,Future canonical C4 implementations and frozen data contracts.,"Keep data, features, labels, environment, and model responsibilities independently testable.","Historical provider, feature, and reward assumptions.",CARRY_FORWARD,C1_REPORT/MODULAR_DATA_FEATURE_ENVIRONMENT_SEPARATION,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Reusable responsibility boundaries requiring adaptation and tests.,PENDING
